fid,type,sub_type,name,source,global_id,label,province,prov_code,district,distr_code,lat,long,data_year,geometry
112,Health Facility,Health Post,Unclassified HP,ZamStats,{7AEDAF71-4629-4188-92C3-D36F2072AAE0},Unclassified HP,Muchinga,106,Shiwang'Andu,106007,-10.86889179,31.9574608603,2010,"c(31.9574608603305, -10.8688917900241)"
113,Health Facility,Rural Health Center,Spidah  RHC,ZamStats,{C217C45F-B4D9-429D-A952-A619B96EBF38},Spidah  RHC,Muchinga,106,Shiwang'Andu,106007,-10.8873727996,31.7371127803,2010,"c(31.7371127803306, -10.887372799615)"
114,Health Facility,Clinic,Unclassified HF,ZamStats,{06CD5EB3-B6D2-48B3-8217-BB7B3FC51607},Unclassified HF,Muchinga,106,Shiwang'Andu,106007,-10.6721951802,31.7942773597,2010,"c(31.7942773597125, -10.6721951801634)"
115,Health Facility,Health Post,Kaleulu HP,ZamStats,{66020679-4F67-4289-B902-DC6A748AD4D4},Kaleulu HP,Northern,107,Kaputa,107002,-8.43754392032,29.7990185302,2010,"c(29.7990185301811, -8.43754392031565)"
116,Health Facility,Health Post,Malanda HP,ZamStats,{E247B312-679E-4A6C-882A-D642FAD7B9D1},Malanda HP,Northern,107,Kaputa,107002,-9.13188762032,29.3184330604,2010,"c(29.3184330604374, -9.1318876203174)"
117,Health Facility,Health Post,Nkafika HP,ZamStats,{C2B12306-9C6A-49F0-9AA2-E7FB3F969BC6},Nkafika HP,Northern,107,Kaputa,107002,-8.46732297967,29.7246359302,2010,"c(29.724635930204, -8.46732297967174)"
118,Health Facility,Health Post,Unclassified HP,ZamStats,{51F4795F-5BE4-4FB7-AA02-367A5F22C24D},Unclassified HP,Northern,107,Luwingu,107004,-10.5345846196,30.3977563098,2010,"c(30.3977563098059, -10.5345846195845)"
119,Health Facility,Health Post,Unclassified HP,ZamStats,{CD8D72DB-B4E2-4B08-9F5D-159EFB5DC978},Unclassified HP,Northern,107,Luwingu,107004,-10.5491264601,30.2476754898,2010,"c(30.247675489832, -10.549126460118)"
120,Health Facility,Health Post,Unclassified HP,ZamStats,{33FE1B9E-C9CC-4614-927D-765B9537C53E},Unclassified HP,Northern,107,Luwingu,107004,-10.5924257796,30.0822079999,2010,"c(30.0822079998993, -10.592425779626)"
121,Health Facility,Health Post,Mulota HP,ZamStats,{2B4B44B9-07E2-40FF-816F-0CB983BA9EF1},Mulota HP,Northern,107,Lupososhi,107012,-10.6280537301,29.6509072003,2010,"c(29.6509072003071, -10.6280537300955)"
122,Health Facility,Health Post,Kamashi HP,ZamStats,{78F04AC5-AC8D-4761-BD2B-CB6BCAB2EDE3},Kamashi HP,Northern,107,Lupososhi,107012,-10.4696933503,29.9227120398,2010,"c(29.9227120398288, -10.4696933502678)"
123,Health Facility,Health Post,Bangwe HP,ZamStats,{06CA99B6-2912-42E9-B748-F4C7B0BD5F87},Bangwe HP,Northern,107,Lupososhi,107012,-10.5906271904,29.7615884696,2010,"c(29.7615884696322, -10.5906271903925)"
124,Health Facility,Health Post,Kuta HP,ZamStats,{8B5006AA-5AC2-45F2-BBFB-6AC0200F17EC},Kuta HP,Northern,107,Luwingu,107004,-10.3907602104,29.99007655,2010,"c(29.9900765499929, -10.3907602104154)"
125,Health Facility,Under Five Clinic,Under Five Clinic,ZamStats,{713FD87A-406C-4C31-ACBB-741FF298FC86},Under Five Clinic,Muchinga,106,Mpika,106005,-11.8807191904,31.3709110303,2010,"c(31.3709110303199, -11.8807191904382)"
126,Health Facility,Health Post,Kalonje HP,ZamStats,{42236036-BA14-4E5C-8622-CB06432854CC},Kalonje HP,Muchinga,106,Lavushimanda,106009,-12.3745940797,31.0994980497,2010,"c(31.0994980496953, -12.374594079653)"
127,Health Facility,Health Post,Mwenda HP,ZamStats,{623E57E1-391C-4673-99F4-E3472F976C93},Mwenda HP,Muchinga,106,Lavushimanda,106009,-12.5857675001,30.9398634501,2010,"c(30.9398634501381, -12.58576750007)"
128,Health Facility,Health Post,Supuni HP,ZamStats,{93BB68DE-6958-4B43-9F28-9705ADEEAD48},Supuni HP,Muchinga,106,Lavushimanda,106009,-12.3107415003,31.1206212,2010,"c(31.1206212000084, -12.3107415003199)"
129,Health Facility,Health Post,Tiki Mwansa HP,ZamStats,{6BB61450-4BBB-4363-86C7-7F8F8D8C0B76},Tiki Mwansa HP,Muchinga,106,Lavushimanda,106009,-12.7149306999,30.8202835304,2010,"c(30.8202835303607, -12.7149306998919)"
130,Health Facility,Health Post,Mpofu HP,ZamStats,{4A86D14F-1BDA-4F3C-8E6B-D1B76F2FFC18},Mpofu HP,Muchinga,106,Lavushimanda,106009,-12.7564458499,30.9257163904,2010,"c(30.9257163903991, -12.756445849896)"
131,Health Facility,Health Post,Unclassified HP,ZamStats,{C8C6F81B-1835-4B9A-8988-61B75CC469D6},Unclassified HP,Muchinga,106,Kanchibiya,106008,-11.33439713,30.8821222704,2010,"c(30.8821222704265, -11.3343971300235)"
132,Health Facility,Health Post,Seya HP,ZamStats,{DA9B937D-F4C6-4939-B1F7-D163B6105959},Seya HP,Muchinga,106,Kanchibiya,106008,-11.5153446503,31.0234298504,2010,"c(31.0234298504073, -11.5153446503353)"
133,Health Facility,Under Five Clinic,Under Five Clinic,ZamStats,{6559A94B-14F1-45D4-B4AE-9E403F5B8717},Under Five Clinic,Muchinga,106,Kanchibiya,106008,-11.3359179403,31.2388368797,2010,"c(31.2388368797183, -11.3359179402607)"
134,Health Facility,Health Post,Chipembele HP,ZamStats,{E4470458-70D8-4D35-A4AB-F9EC61E78971},Chipembele HP,Muchinga,106,Kanchibiya,106008,-11.2271236096,30.7423493502,2010,"c(30.7423493502424, -11.2271236095669)"
135,Health Facility,Rural Health Center,RHC,ZamStats,{ED74C9C4-89CE-4662-B3D1-B24578239B56},RHC,Muchinga,106,Mpika,106005,-11.6593691299,31.5007674096,2010,"c(31.5007674095883, -11.6593691298814)"
136,Health Facility,Health Post,Funkwe HP,ZamStats,{2C9CE255-7CB9-479D-8A3A-A82EC423691F},Funkwe HP,Muchinga,106,Mpika,106005,-11.7519894099,31.4380615603,2010,"c(31.4380615602929, -11.7519894098833)"
137,Health Facility,Health Post,Mulima HP,ZamStats,{FA654A73-9168-4BE5-9104-2478306DA92C},Mulima HP,Muchinga,106,Kanchibiya,106008,-11.27436368,30.72506393,2010,"c(30.7250639299564, -11.2743636800398)"
138,Health Facility,Health Facility,Chilabi HF,ZamStats,{CC04BF4F-79DF-4A46-B5FC-47C05AD6F55C},Chilabi HF,Northern,107,Lunte,107011,-9.78597237033,30.6430868197,2010,"c(30.643086819701, -9.78597237032858)"
139,Health Facility,Health Post,Unclassified HP,ZamStats,{C6BC1941-6E37-4B87-87B5-7FB13A08C5A7},Unclassified HP,Northern,107,Lunte,107011,-9.87605299995,30.8642470001,2010,"c(30.864247000099, -9.87605299994595)"
140,Health Facility,Health Post,Unclassified HP,ZamStats,{5FD35DA1-88E5-42AD-BB34-44E8B2A91B92},Unclassified HP,Northern,107,Lunte,107011,-9.88896099985,30.9020929998,2010,"c(30.9020929997922, -9.88896099985021)"
141,Health Facility,Health Post,Kanasha HP,ZamStats,{3ABBAB1F-CB0F-4859-80D0-81E76317E302},Kanasha HP,Northern,107,Lunte,107011,-9.41957582986,30.65681772,2010,"c(30.6568177199619, -9.41957582986061)"
142,Health Facility,Health Post,Mulondo HP,ZamStats,{1D251989-23FD-40C4-9E09-64DC417E0DF1},Mulondo HP,Northern,107,Lunte,107011,-10.0204002902,30.4196156496,2010,"c(30.4196156496426, -10.0204002902411)"
143,Health Facility,Health Post,Unclassified HP,ZamStats,{3D34ED58-6135-4695-8198-7F7266914688},Unclassified HP,Northern,107,Lunte,107011,-9.93770091017,30.3556719501,2010,"c(30.3556719501005, -9.93770091016881)"
144,Health Facility,Health Post,Unclassified HP,ZamStats,{948C209D-EA2F-445E-9B93-E0EDD392CD33},Unclassified HP,Northern,107,Lunte,107011,-10.1062715396,30.4466958202,2010,"c(30.446695820156, -10.1062715395998)"
145,Health Facility,Health Post,Unclassified HF,ZamStats,{F76C7606-F1A4-456E-9E35-EF7387B67C18},Unclassified HF,Northern,107,Mporokoso,107006,-9.28745222014,30.0670192401,2010,"c(30.0670192401458, -9.28745222014379)"
146,Health Facility,Health Post,Nyimba HP,ZamStats,{838CD8F0-5421-4652-B277-009CCF599E22},Nyimba HP,Northern,107,Mporokoso,107006,-9.26320253987,30.0786435999,2010,"c(30.0786435999223, -9.26320253986529)"
147,Health Facility,Health Post,Tongwa HP,ZamStats,{4DC267A0-9366-4720-A825-8E5683C10B6D},Tongwa HP,Northern,107,Mpulungu,107007,-8.65729000043,30.88597,2010,"c(30.8859700000156, -8.65729000043314)"
148,Health Facility,Health Facility,Care HF,ZamStats,{A7378909-FB34-49DF-A02B-766356BB2F1E},Care HF,Northern,107,Mpulungu,107007,-8.76521000034,31.1145700001,2010,"c(31.1145700001055, -8.7652100003412)"
149,Health Facility,Health Post,Unclassified HF,ZamStats,{2A030FFC-EBEE-44C1-A12F-57CC7103F7F4},Unclassified HF,Northern,107,Mungwi,107008,-10.0822900003,31.4409294129,2010,"c(31.4409294128621, -10.0822900002833)"
150,Health Facility,Health Post,Unclassified HP,ZamStats,{9D680002-14EB-4C7F-A227-9B89F8B1C3D2},Unclassified HP,Northern,107,Mungwi,107008,-10.1177600001,31.4069309233,2010,"c(31.4069309233235, -10.1177600001238)"
151,Health Facility,Rural Health Center,Namponda  RHC,ZamStats,{FF8F62B2-7652-48A3-B7C5-79B7CFBD8855},Namponda  RHC,Northern,107,Mungwi,107008,-10.0962199997,31.266630173,2010,"c(31.2666301730441, -10.0962199996532)"
152,Health Facility,Health Post,Kalupa HP,ZamStats,{233F8F43-40DD-4400-A2BA-4D57A0D48F5B},Kalupa HP,Northern,107,Mungwi,107008,-10.1720200004,31.2662296294,2010,"c(31.2662296293939, -10.1720200004227)"
153,Health Facility,Health Post,Katete HP,ZamStats,{5E026D47-F690-485D-91E0-C1256E6D2B12},Katete HP,Muchinga,106,Nakonde,106006,-9.33399014043,32.5044218603,2010,"c(32.5044218602807, -9.3339901404326)"
154,Health Facility,Health Post,Movu HP,ZamStats,{BC3BDE4A-C3E8-4D3F-9B6E-C98CF848E8C7},Movu HP,Muchinga,106,Nakonde,106006,-9.28298399971,32.5544938401,2010,"c(32.5544938401187, -9.28298399971175)"
155,Health Facility,Clinic,Mwinza HF,ZamStats,{FF513BB0-8A71-4282-9479-611361AE8FE8},Mwinza HF,Muchinga,106,Nakonde,106006,-9.32515846969,32.7633794203,2010,"c(32.763379420324, -9.32515846968755)"
156,Health Facility,Clinic,Unclassified HF,ZamStats,{32A53468-760B-4E53-ABA6-B4ED5DE7C641},Unclassified HF,Muchinga,106,Nakonde,106006,-9.31416920035,32.76005901,2010,"c(32.7600590100154, -9.31416920034826)"
157,Health Facility,Rural Health Center,Ntolondo  RHC,ZamStats,{15268F9D-10F7-4E64-9372-1485CF57518C},Ntolondo  RHC,Muchinga,106,Nakonde,106006,-9.39359863017,32.26278308,2010,"c(32.2627830799752, -9.39359863017262)"
158,Health Facility,Clinic,Mukonzhi HF,ZamStats,{65C68621-2038-4488-95D6-F4C88DA2BC18},Mukonzhi HF,Northwestern,108,Kalumbila,108010,-12.24766089,25.5744845997,2010,"c(25.5744845996846, -12.247660890038)"
159,Health Facility,Clinic,Kapewe HF,ZamStats,{677A40E5-4360-4A20-8995-F67E19D1A86F},Kapewe HF,Northwestern,108,Zambezi,108009,-13.3175899598,22.9988199699,2010,"c(22.9988199698658, -13.3175899598087)"
160,Health Facility,Rural Health Center,Kamatete  RHC,ZamStats,{60FC830A-60F0-4BC7-957A-551021CEEC85},Kamatete  RHC,Northwestern,108,Kasempa,108004,-13.3049969996,26.0766069996,2010,"c(26.0766069996134, -13.3049969996118)"
161,Health Facility,Rural Health Center,Likungu  RHC,ZamStats,{0110B2E1-31D5-477D-B85A-8B982DA640B0},Likungu  RHC,Northwestern,108,Zambezi,108009,-13.9726090002,23.1984059998,2010,"c(23.1984059998371, -13.9726090002051)"
162,Health Facility,Rural Health Center,Mpungu  RHC,ZamStats,{3345A23B-8F5D-4214-9A62-F3C10E725915},Mpungu  RHC,Northwestern,108,Zambezi,108009,-13.8475899996,22.9935500002,2010,"c(22.9935500002324, -13.8475899995788)"
163,Health Facility,Rural Health Center,Mapopo  RHC,ZamStats,{C21F8A17-70ED-443A-A102-6C0A01F8B28D},Mapopo  RHC,Northwestern,108,Solwezi,108008,-12.4208299204,26.5199699804,2010,"c(26.5199699804303, -12.4208299203645)"
164,Health Facility,Health Post,Chibizwa HP,ZamStats,{31CE38AC-02A8-486F-AE1F-42F1325B7841},Chibizwa HP,Southern,109,Choma,109002,-16.9473296199,27.2276891003,2010,"c(27.2276891002718, -16.947329619866)"
165,Health Facility,Health Post,Chilemba HP,ZamStats,{C16537B2-9AB8-471E-9225-987A44E977DD},Chilemba HP,Southern,109,Pemba,109010,-16.5976498602,27.4391840499,2010,"c(27.439184049904, -16.5976498601529)"
166,Health Facility,Health Post,Chingube HP,ZamStats,{260C522F-BAF4-48C5-9D26-F5589BEE00CC},Chingube HP,Southern,109,Pemba,109010,-16.9423667804,27.3805544003,2010,"c(27.3805544002654, -16.9423667804026)"
167,Health Facility,Health Post,Chinjila HP,ZamStats,{9672F3C0-A72F-43BC-8B77-B6EC7C1883DC},Chinjila HP,Southern,109,Monze,109008,-16.3499314299,27.4385935398,2010,"c(27.4385935397601, -16.3499314298915)"
168,Health Facility,Health Post,Fodwi HP,ZamStats,{4E2A48CB-FD89-4507-9EAB-0A7B4FED75D7},Fodwi HP,Southern,109,Sinazongwe,109012,-17.1190803501,27.3884203898,2010,"c(27.3884203897892, -17.119080350078)"
169,Health Facility,Health Post,Habuumba HP,ZamStats,{1DC31440-8FEF-4C35-85DE-328B5958A5B7},Habuumba HP,Southern,109,Monze,109008,-16.3770668404,27.4194656199,2010,"c(27.4194656199425, -16.3770668403624)"
170,Health Facility,Health Post,Hachiko HP,ZamStats,{D3130CCB-2B57-4C2C-BA81-0EDA0872FDAB},Hachiko HP,Southern,109,Monze,109008,-16.3731146896,27.44016917,2010,"c(27.4401691699713, -16.3731146895912)"
171,Health Facility,Health Post,Kaamba HP,ZamStats,{84D1DE10-B45D-4A4A-AE05-811977EE462D},Kaamba HP,Southern,109,Pemba,109010,-16.6741600403,27.4359535799,2010,"c(27.4359535798939, -16.6741600402536)"
172,Health Facility,Health Post,Mudukula HP,ZamStats,{700EDDD3-2EC6-4CC1-9543-027C639CDD4B},Mudukula HP,Southern,109,Pemba,109010,-16.9338905802,27.359237619599998,2010,"c(27.3592376196205, -16.9338905801861)"
173,Health Facility,Health Post,Mwanza HP,ZamStats,{FB0DEBFF-08E7-4A17-8899-E67D6498B5CE},Mwanza HP,Southern,109,Pemba,109010,-16.6025422998,27.4463500701,2010,"c(27.4463500700997, -16.6025422997873)"
174,Health Facility,Health Post,Shampande HP,ZamStats,{8B975324-CB18-403C-99E0-03688DE7F80B},Shampande HP,Southern,109,Sinazongwe,109012,-17.1395923796,27.3916280602,2010,"c(27.3916280601869, -17.1395923795846)"
175,Health Facility,Health Post,Siampanga HP,ZamStats,{153D5481-9EE7-4B58-A65F-BE1A32C5081D},Siampanga HP,Southern,109,Pemba,109010,-16.9689419402,27.2552626299,2010,"c(27.2552626298665, -16.9689419402183)"
176,Health Facility,Health Post,Siamugande HP,ZamStats,{8C4BEAE8-0944-454A-B58A-1F8BAB10E426},Siamugande HP,Southern,109,Sinazongwe,109012,-17.1395420796,27.3844288496,2010,"c(27.3844288496118, -17.1395420796032)"
177,Health Facility,Health Post,Siankumba HP,ZamStats,{AAA7B4D1-DEE6-4AB0-A7E1-C610A2670DAA},Siankumba HP,Southern,109,Sinazongwe,109012,-17.1072116598,27.39777409,2010,"c(27.3977740900023, -17.1072116597902)"
178,Health Facility,Health Post,Siansimuna HP,ZamStats,{77F38643-6ED6-42CF-AEA3-70F0AD0C8902},Siansimuna HP,Southern,109,Sinazongwe,109012,-17.1297591501,27.3909880199,2010,"c(27.3909880198813, -17.1297591500647)"
179,Health Facility,Health Post,Siazilwela HP,ZamStats,{4220C9DD-0C5E-410A-A67C-6832B297DE0B},Siazilwela HP,Southern,109,Sinazongwe,109012,-17.1130665899,27.4039117399,2010,"c(27.4039117399349, -17.1130665898512)"
180,Health Facility,Health Post,Sichibunde HP,ZamStats,{FBAC9ACF-0051-4703-8C1C-3409591D9187},Sichibunde HP,Southern,109,Pemba,109010,-16.6759931697,27.4265546204,2010,"c(27.4265546203995, -16.6759931697489)"
181,Health Facility,Health Post,Sikatumba HP,ZamStats,{863943B0-CB9A-46EA-A190-85F48E2B89A1},Sikatumba HP,Southern,109,Pemba,109010,-16.7663272796,27.4198195904,2010,"c(27.4198195904018, -16.7663272795803)"
182,Health Facility,Health Post,Simapumba HP,ZamStats,{44B3E8F3-4F76-4159-B508-0817D6919753},Simapumba HP,Southern,109,Sinazongwe,109012,-17.1311678103,27.4228444502,2010,"c(27.4228444502112, -17.1311678103461)"
183,Health Facility,Health Post,Sintandabal HP,ZamStats,{8729DEA5-3697-4363-A761-513DEB35A30F},Sintandabal HP,Southern,109,Sinazongwe,109012,-17.1518598796,27.3785784503,2010,"c(27.3785784503353, -17.1518598796297)"
184,Health Facility,Clinic,Katumbi HF,ZamStats,{142464A6-78CA-4999-9435-AD07C520DDCE},Katumbi HF,Southern,109,Choma,109002,-16.4671084304,26.77063172,2010,"c(26.7706317199779, -16.4671084304097)"
185,Health Facility,Clinic,Unclassified HF,ZamStats,{21379A54-3E58-4776-B0CD-2ADE5044E569},Unclassified HF,Southern,109,Choma,109002,-16.5000645598,26.8396780604,2010,"c(26.8396780603942, -16.5000645598315)"
186,Health Facility,Rural Health Center,Munzuma  RHC,ZamStats,{8BA2C383-1889-4A14-88D1-EDAEAFF5002C},Munzuma  RHC,Southern,109,Choma,109002,-16.9796277801,27.0293150201,2010,"c(27.0293150200721, -16.9796277800979)"
187,Health Facility,Rural Health Center,Kallsk  RHC,ZamStats,{E6260653-6B35-4084-BAC3-5D70AFD8FEC3},Kallsk  RHC,Southern,109,Choma,109002,-17.3167278896,27.0213397198,2010,"c(27.0213397197523, -17.3167278895804)"
188,Health Facility,Rural Health Center,Siamakumba  RHC,ZamStats,{E3011C81-9E2D-4C57-9F6C-911577F9594B},Siamakumba  RHC,Southern,109,Choma,109002,-17.2399087501,27.08058771,2010,"c(27.0805877099549, -17.2399087500887)"
189,Health Facility,Clinic,Singani HF,ZamStats,{5B4976BB-7DF5-4525-9801-2727916E97B6},Singani HF,Southern,109,Choma,109002,-16.9703377798,27.0856965597,2010,"c(27.0856965597485, -16.9703377797647)"
190,Health Facility,Health Facility,Unclassified HF,ZamStats,{1086B16E-1679-4E77-A230-DE5314B40918},Unclassified HF,Southern,109,Kalomo,109004,-17.0290462199,26.4926609001,2010,"c(26.4926609000805, -17.0290462199071)"
191,Health Facility,Clinic,Mulongo HF,ZamStats,{B41D670A-39C6-46CF-AB5B-02D3299512A5},Mulongo HF,Southern,109,Pemba,109010,-16.6073425301,27.3591409803,2010,"c(27.3591409802721, -16.6073425301336)"
192,Health Facility,Clinic,Unclassified HF,ZamStats,{F57FE536-0FB3-4CF2-AB25-2671E4D4F27D},Unclassified HF,Southern,109,Pemba,109010,-16.5520837401,27.3539858604,2010,"c(27.3539858603592, -16.5520837400725)"
193,Health Facility,Rural Health Center,Bohole  RHC,ZamStats,{CD94C874-3687-44A4-8512-5054DFFFDA1E},Bohole  RHC,Southern,109,Choma,109002,-16.8035640596,27.1045941497,2010,"c(27.1045941497003, -16.8035640596336)"
194,Health Facility,Health Post,Unclassified HP,ZamStats,{299D43AA-0D47-4650-A536-AA5D3D76EB04},Unclassified HP,Southern,109,Choma,109002,-16.99387542,26.9371458499,2010,"c(26.9371458499011, -16.9938754200146)"
195,Health Facility,Health Post,Lusinga HP,ZamStats,{38FAA507-4A33-4955-8183-45ECDF4878CD},Lusinga HP,Southern,109,Sinazongwe,109012,-17.0869000001,27.4804592131,2010,"c(27.4804592131222, -17.0869000001348)"
196,Health Facility,Health Post,Sinachi HP,ZamStats,{1B9CF90F-A964-4356-AAB9-62E229EA3198},Sinachi HP,Southern,109,Sinazongwe,109012,-17.0641699996,27.4808406831,2010,"c(27.4808406830512, -17.0641699996457)"
197,Health Facility,Health Post,Unclassified HP,ZamStats,{0BE57422-A6DC-46E8-A480-B73804B693F2},Unclassified HP,Southern,109,Pemba,109010,-16.6943000004,27.4878597261,2010,"c(27.4878597261455, -16.6943000004446)"
198,Health Facility,Rural Health Center,Kakuyu  RHC,ZamStats,{7144FF7B-8B4A-4AE5-BE1A-051122075BFB},Kakuyu  RHC,Southern,109,Monze,109008,-15.97747,27.3717708576,2010,"c(27.371770857639, -15.9774700000404)"
199,Health Facility,Rural Health Center,Rural Health Centre,ZamStats,{DB8C5B26-B1F7-414C-9148-AB0C5BB74F9C},Rural Health Centre,Southern,109,Monze,109008,-15.9688000004,27.320119858,2010,"c(27.3201198580451, -15.9688000004197)"
200,Health Facility,Health Post,Nchimunya HP,ZamStats,{051E4B2A-B0E4-4270-8321-2E75A8E6B9FC},Nchimunya HP,Southern,109,Monze,109008,-16.3445300001,27.5537700649,2010,"c(27.5537700649366, -16.3445300000594)"
201,Health Facility,Health Post,Nkandela HP,ZamStats,{52531996-E970-4A6E-8D7F-2CC92CA12BED},Nkandela HP,Southern,109,Monze,109008,-16.42981,27.1778392791,2010,"c(27.1778392790595, -16.4298100000314)"
202,Health Facility,Health Post,Chilala HP,ZamStats,{0232A385-655F-45D3-A25B-11BC6C2D2BCD},Chilala HP,Southern,109,Monze,109008,-16.3984999996,27.5910091401,2010,"c(27.5910091400598, -16.3984999995753)"
203,Health Facility,Health Post,Chitebe HP,ZamStats,{AE82B44A-163B-4F42-A4D2-312486FB0533},Chitebe HP,Southern,109,Monze,109008,-16.4043300004,27.6266899113,2010,"c(27.6266899113104, -16.4043300004291)"
204,Health Facility,Health Post,Chiyobola HP,ZamStats,{EFFBC829-1A6E-4F5B-9EA4-84D7BBFF2EC8},Chiyobola HP,Southern,109,Monze,109008,-16.4096700003,27.5995407106,2010,"c(27.5995407106353, -16.4096700002702)"
205,Health Facility,Health Post,Choongo HP,ZamStats,{329864A2-409A-4968-A31A-98C47B390170},Choongo HP,Southern,109,Monze,109008,-16.4488500003,27.4192008973,2010,"c(27.4192008973036, -16.4488500003272)"
206,Health Facility,Health Post,Gubula HP,ZamStats,{041C1782-A9A2-46CE-8062-E367BA8D3392},Gubula HP,Southern,109,Gwembe,109003,-16.5152399997,28.0758590699,2010,"c(28.0758590699402, -16.5152399997261)"
207,Health Facility,Health Post,Habbongo HP,ZamStats,{7335BB37-A424-4186-BDD5-0270D8FA0CF6},Habbongo HP,Southern,109,Monze,109008,-16.4818800001,27.4155406952,2010,"c(27.4155406952469, -16.4818800000619)"
208,Health Facility,Health Post,Hachoosa HP,ZamStats,{CA29B788-B856-43B6-AE3B-02DE8896A44A},Hachoosa HP,Southern,109,Monze,109008,-16.46029,27.206090927200002,2010,"c(27.2060909271546, -16.4602899999834)"
209,Health Facility,Health Post,Hamudebwe HP,ZamStats,{C120EA4C-3C3C-4434-A051-23161AC093E1},Hamudebwe HP,Southern,109,Monze,109008,-16.4636599998,27.4708194736,2010,"c(27.4708194736398, -16.4636599998091)"
210,Health Facility,Health Post,Hanyabo HP,ZamStats,{0F45A407-1921-434D-A0F9-E143450EA932},Hanyabo HP,Southern,109,Monze,109008,-16.34919,27.5567092886,2010,"c(27.5567092886029, -16.3491900000184)"
211,Health Facility,Health Post,Unclassified HF,ZamStats,{51B90A98-8AD1-4E55-BF6C-2C0826FF524B},Unclassified HF,Southern,109,Gwembe,109003,-16.5841500002,27.9381103519,2010,"c(27.9381103519112, -16.5841500002223)"
212,Health Facility,Health Post,Kanyenyengw HP,ZamStats,{D096E536-6E6B-41B1-93CD-F77088B35062},Kanyenyengw HP,Southern,109,Gwembe,109003,-16.5045699996,28.0650405882,2010,"c(28.0650405881527, -16.5045699996057)"
213,Health Facility,Health Post,Lumbo HP,ZamStats,{5B36D275-8B50-4B69-9DF4-B1FD6F9A623E},Lumbo HP,Southern,109,Gwembe,109003,-16.58432,27.9980697634,2010,"c(27.9980697634089, -16.584319999968)"
